File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF817RIH	fastq	reads	ENCSR227MWL	RNA-seq	CL:0000451	dendritic cell	in vitro differentiated cells	Homo sapiens	Lipopolysaccharide	100 ng/mL	2 hour		RNA		RNeasy Plus Mini Kit Qiagen cat#74134 plus additional on column Dnase treatment			False	2017-01-19	GGR				1	1	75		paired-ended	1	ENCFF078FQE		861522263	Manuel Garber, UMass	4f3adf7b13152e8d926c48e9fc2b277d	SRA:SRR5210392	https://www.encodeproject.org/files/ENCFF817RIH/@@download/ENCFF817RIH.fastq.gz		Illumina NextSeq 500		released			missing RIN	unreplicated experiment	
ENCFF446LHV	fastq	reads	ENCSR022BYE	RNA-seq	CL:0000451	dendritic cell	in vitro differentiated cells	Homo sapiens	Lipopolysaccharide	0 ng/mL	0 hour		RNA		RNeasy Plus Mini Kit Qiagen cat#74134 plus additional on column Dnase treatment			False	2017-01-19	GGR				1	1	50		paired-ended	1	ENCFF340STZ		756118866	Manuel Garber, UMass	e6fdbafbda5de2104722c5dd9c9936b9	SRA:SRR5210377	https://www.encodeproject.org/files/ENCFF446LHV/@@download/ENCFF446LHV.fastq.gz		Illumina HiSeq 2000		released			missing RIN	unreplicated experiment	
ENCFF340STZ	fastq	reads	ENCSR022BYE	RNA-seq	CL:0000451	dendritic cell	in vitro differentiated cells	Homo sapiens	Lipopolysaccharide	0 ng/mL	0 hour		RNA		RNeasy Plus Mini Kit Qiagen cat#74134 plus additional on column Dnase treatment			False	2017-01-19	GGR				1	1	50		paired-ended	2	ENCFF446LHV		772811583	Manuel Garber, UMass	e000ad3349aff8766e21117e8da101c5	SRA:SRR5210377	https://www.encodeproject.org/files/ENCFF340STZ/@@download/ENCFF340STZ.fastq.gz		Illumina HiSeq 2000		released			missing RIN	unreplicated experiment	
ENCFF000GKX	fastq	reads	ENCSR000CTX	RNA-seq	CL:2000078	placental pericyte	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1	101		paired-ended	1	ENCFF000GKY		10170413153	Thomas Gingeras, CSHL	203990161f548904cd97fcabd8ade62a	SRA:SRR3192516	https://www.encodeproject.org/files/ENCFF000GKX/@@download/ENCFF000GKX.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF000GKY	fastq	reads	ENCSR000CTX	RNA-seq	CL:2000078	placental pericyte	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1	101		paired-ended	2	ENCFF000GKX		10125152062	Thomas Gingeras, CSHL	f33cefb683b8ad0bd5c998b237addedd	SRA:SRR3192516	https://www.encodeproject.org/files/ENCFF000GKY/@@download/ENCFF000GKY.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF000GKZ	fastq	reads	ENCSR000CTX	RNA-seq	CL:2000078	placental pericyte	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2	1	101		paired-ended	1	ENCFF000GLH		13256311457	Thomas Gingeras, CSHL	5f08786946ce1a50bcdf57af1b450c27	SRA:SRR3192515	https://www.encodeproject.org/files/ENCFF000GKZ/@@download/ENCFF000GKZ.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF000GLH	fastq	reads	ENCSR000CTX	RNA-seq	CL:2000078	placental pericyte	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2	1	101		paired-ended	2	ENCFF000GKZ		13419505016	Thomas Gingeras, CSHL	dcceecfa6162095761b28ee05f043e5a	SRA:SRR3192515	https://www.encodeproject.org/files/ENCFF000GLH/@@download/ENCFF000GLH.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF126HPJ	fastq	reads	ENCSR919MZM	RNA-seq	CL:2000091	endometrial microvascular endothelial cells	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-05-18	ENCODE				1	1	101		paired-ended	1	ENCFF876WTO		6760152816	Thomas Gingeras, CSHL	4b023f4bf8ad6089edfd78487b8c1e36	SRA:SRR3192682	https://www.encodeproject.org/files/ENCFF126HPJ/@@download/ENCFF126HPJ.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF876WTO	fastq	reads	ENCSR919MZM	RNA-seq	CL:2000091	endometrial microvascular endothelial cells	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-05-18	ENCODE				1	1	101		paired-ended	2	ENCFF126HPJ		6457026367	Thomas Gingeras, CSHL	d3a17f90d2f5c9f1c834ed02fcd1eea6	SRA:SRR3192682	https://www.encodeproject.org/files/ENCFF876WTO/@@download/ENCFF876WTO.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF884ITM	fastq	reads	ENCSR919MZM	RNA-seq	CL:2000091	endometrial microvascular endothelial cells	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-05-18	ENCODE				2	1	101		paired-ended	2	ENCFF502JCS		5553371201	Thomas Gingeras, CSHL	a5ec938d0c9a44fa47c53e454a7917e9	SRA:SRR3192681	https://www.encodeproject.org/files/ENCFF884ITM/@@download/ENCFF884ITM.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF502JCS	fastq	reads	ENCSR919MZM	RNA-seq	CL:2000091	endometrial microvascular endothelial cells	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-05-18	ENCODE				2	1	101		paired-ended	1	ENCFF884ITM		5793744580	Thomas Gingeras, CSHL	effea939b50dff3e895d9abbc9bd195c	SRA:SRR3192681	https://www.encodeproject.org/files/ENCFF502JCS/@@download/ENCFF502JCS.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF976FBV	fastq	reads	ENCSR815UVL	RNA-seq	CL:2000071	mammary microvascular endothelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-05-18	ENCODE				2	1	101		paired-ended	2	ENCFF659EDN		9355347929	Thomas Gingeras, CSHL	70a5851ba300c24bfc2fe5f871fed65a	SRA:SRR3192665	https://www.encodeproject.org/files/ENCFF976FBV/@@download/ENCFF976FBV.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF659EDN	fastq	reads	ENCSR815UVL	RNA-seq	CL:2000071	mammary microvascular endothelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-05-18	ENCODE				2	1	101		paired-ended	1	ENCFF976FBV		9356500240	Thomas Gingeras, CSHL	a542b3f0ce1471ed7758ec7986aa3166	SRA:SRR3192665	https://www.encodeproject.org/files/ENCFF659EDN/@@download/ENCFF659EDN.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF143UMB	fastq	reads	ENCSR815UVL	RNA-seq	CL:2000071	mammary microvascular endothelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-05-18	ENCODE				1	1	101		paired-ended	1	ENCFF265JMB		8120415784	Thomas Gingeras, CSHL	30ffe8f112b80ff82131d1609dd3f25a	SRA:SRR3192666	https://www.encodeproject.org/files/ENCFF143UMB/@@download/ENCFF143UMB.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF265JMB	fastq	reads	ENCSR815UVL	RNA-seq	CL:2000071	mammary microvascular endothelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-05-18	ENCODE				1	1	101		paired-ended	2	ENCFF143UMB		8123749566	Thomas Gingeras, CSHL	4247e8b603fb2c0353f8e320af3c8b54	SRA:SRR3192666	https://www.encodeproject.org/files/ENCFF265JMB/@@download/ENCFF265JMB.fastq.gz		Illumina HiSeq 2000	/files/ENCFF001RTP/	released			missing RIN, inconsistent assay_term_name		
ENCFF052TFM	fastq	reads	ENCSR551NII	RNA-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	1	ENCFF446HCJ		4921859807	Thomas Gingeras, CSHL	d61c67762ac2da316c153b078731f984	SRA:SRR4421946	https://www.encodeproject.org/files/ENCFF052TFM/@@download/ENCFF052TFM.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF446HCJ	fastq	reads	ENCSR551NII	RNA-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-08-04	ENCODE				1	1	101		paired-ended	2	ENCFF052TFM		5113550814	Thomas Gingeras, CSHL	dad63ca463db290966042622fe30c8da	SRA:SRR4421946	https://www.encodeproject.org/files/ENCFF446HCJ/@@download/ENCFF446HCJ.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF421LZH	fastq	reads	ENCSR438YPF	RNA-seq	UBERON:0008367	breast epithelium	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF613GRK		7216611610	Thomas Gingeras, CSHL	a170631cb897153777374573a61b3e96	SRA:SRR4421790	https://www.encodeproject.org/files/ENCFF421LZH/@@download/ENCFF421LZH.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF613GRK	fastq	reads	ENCSR438YPF	RNA-seq	UBERON:0008367	breast epithelium	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	2	ENCFF421LZH		7393619238	Thomas Gingeras, CSHL	5d58924e776a5da59675360328b43b5a	SRA:SRR4421790	https://www.encodeproject.org/files/ENCFF613GRK/@@download/ENCFF613GRK.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF662HMZ	fastq	reads	ENCSR975YGW	RNA-seq	CL:0000451	dendritic cell	in vitro differentiated cells	Homo sapiens	Lipopolysaccharide	100 ng/mL	2 hour		RNA		RNeasy Plus Mini Kit Qiagen cat#74134 plus additional on column Dnase treatment			False	2017-01-19	GGR				1	1	100		paired-ended	1	ENCFF299PRF		1250334749	Manuel Garber, UMass	cfa8db8c4f24dc0e5545380cde30fc61	SRA:SRR5210454	https://www.encodeproject.org/files/ENCFF662HMZ/@@download/ENCFF662HMZ.fastq.gz		Illumina HiSeq 2000		released			missing RIN	unreplicated experiment	
ENCFF299PRF	fastq	reads	ENCSR975YGW	RNA-seq	CL:0000451	dendritic cell	in vitro differentiated cells	Homo sapiens	Lipopolysaccharide	100 ng/mL	2 hour		RNA		RNeasy Plus Mini Kit Qiagen cat#74134 plus additional on column Dnase treatment			False	2017-01-19	GGR				1	1	100		paired-ended	2	ENCFF662HMZ		1254373578	Manuel Garber, UMass	66ee3387dfcc507e5a6c0427cc691e63	SRA:SRR5210454	https://www.encodeproject.org/files/ENCFF299PRF/@@download/ENCFF299PRF.fastq.gz		Illumina HiSeq 2000		released			missing RIN	unreplicated experiment	
ENCFF000GYE	fastq	reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2	1	101		paired-ended	1	ENCFF000GYW		13479614323	Thomas Gingeras, CSHL	032e6d3b4a480bddd205b261841a05d5	SRA:SRR3192542	https://www.encodeproject.org/files/ENCFF000GYE/@@download/ENCFF000GYE.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF000GYW	fastq	reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2	1	101		paired-ended	2	ENCFF000GYE		13699930275	Thomas Gingeras, CSHL	dcea0f6b6e368339b14d8dd0491e79bf	SRA:SRR3192542	https://www.encodeproject.org/files/ENCFF000GYW/@@download/ENCFF000GYW.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF000GZD	fastq	reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1	101		paired-ended	1	ENCFF000GZF		11079590615	Thomas Gingeras, CSHL	e06ce99bef092e0ba274cd910c6a1227	SRA:SRR3192541	https://www.encodeproject.org/files/ENCFF000GZD/@@download/ENCFF000GZD.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF000GZF	fastq	reads	ENCSR000CUM	RNA-seq	CL:0002583	subcutaneous preadipocyte	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1	101		paired-ended	2	ENCFF000GZD		11250884859	Thomas Gingeras, CSHL	bfbfd961c4f775e695ba6c99513a4899	SRA:SRR3192541	https://www.encodeproject.org/files/ENCFF000GZF/@@download/ENCFF000GZF.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF232YFL	fastq	reads	ENCSR645TCG	RNA-seq	UBERON:0010414	omental fat pad	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF933AEB		3990076897	Thomas Gingeras, CSHL	c602dd6e73e13b36ff83ef30c686900a	SRA:SRR4422098	https://www.encodeproject.org/files/ENCFF232YFL/@@download/ENCFF232YFL.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF933AEB	fastq	reads	ENCSR645TCG	RNA-seq	UBERON:0010414	omental fat pad	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	2	ENCFF232YFL		4083701850	Thomas Gingeras, CSHL	46eb867397d883d482ccd7bc59930838	SRA:SRR4422098	https://www.encodeproject.org/files/ENCFF933AEB/@@download/ENCFF933AEB.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF002DLD	fastq	reads	ENCSR669KQU	RNA-seq	EFO:0005720	SK-MEL-5	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	1	ENCFF002DLF		8118248755	Thomas Gingeras, CSHL	c5f5df42a8dce795b09e51e6af8a778c	SRA:SRR3192633	https://www.encodeproject.org/files/ENCFF002DLD/@@download/ENCFF002DLD.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DLF	fastq	reads	ENCSR669KQU	RNA-seq	EFO:0005720	SK-MEL-5	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	2	ENCFF002DLD		8116614314	Thomas Gingeras, CSHL	19082529e64b1a8d3628ab88c62478c4	SRA:SRR3192633	https://www.encodeproject.org/files/ENCFF002DLF/@@download/ENCFF002DLF.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DMF	fastq	reads	ENCSR669KQU	RNA-seq	EFO:0005720	SK-MEL-5	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	1	ENCFF002DMG		10169719250	Thomas Gingeras, CSHL	a3c793fba9050eb5c605273772f1ed9f	SRA:SRR3192634	https://www.encodeproject.org/files/ENCFF002DMF/@@download/ENCFF002DMF.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DMG	fastq	reads	ENCSR669KQU	RNA-seq	EFO:0005720	SK-MEL-5	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	2	ENCFF002DMF		10177748653	Thomas Gingeras, CSHL	4dfc6b48635f0100f37434025e5ffc4b	SRA:SRR3192634	https://www.encodeproject.org/files/ENCFF002DMG/@@download/ENCFF002DMG.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DHV	fastq	reads	ENCSR535VTR	RNA-seq	EFO:0002059	HT1080	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	1	ENCFF002DHW		7923034875	Thomas Gingeras, CSHL	3dbd73d74450ca34a1a4c39e3827091c	SRA:SRR3192620	https://www.encodeproject.org/files/ENCFF002DHV/@@download/ENCFF002DHV.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DHW	fastq	reads	ENCSR535VTR	RNA-seq	EFO:0002059	HT1080	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	2	ENCFF002DHV		7978988219	Thomas Gingeras, CSHL	439ed918c5e8f997879dd4113f0e4f74	SRA:SRR3192620	https://www.encodeproject.org/files/ENCFF002DHW/@@download/ENCFF002DHW.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DLP	fastq	reads	ENCSR535VTR	RNA-seq	EFO:0002059	HT1080	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	1	ENCFF002DLQ		9112836732	Thomas Gingeras, CSHL	88a2926be38d746b50b2c6cf3de9f101	SRA:SRR3192621	https://www.encodeproject.org/files/ENCFF002DLP/@@download/ENCFF002DLP.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DLQ	fastq	reads	ENCSR535VTR	RNA-seq	EFO:0002059	HT1080	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	2	ENCFF002DLP		9130865915	Thomas Gingeras, CSHL	720141a5897ec21328dfa5facf56e476	SRA:SRR3192621	https://www.encodeproject.org/files/ENCFF002DLQ/@@download/ENCFF002DLQ.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DHX	fastq	reads	ENCSR938LSP	RNA-seq	EFO:0007950	GM23338	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	1	ENCFF002DHY		8893153827	Thomas Gingeras, CSHL	547798a3dc64780b69e5be23f79614b7	SRA:SRR3192679	https://www.encodeproject.org/files/ENCFF002DHX/@@download/ENCFF002DHX.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DHY	fastq	reads	ENCSR938LSP	RNA-seq	EFO:0007950	GM23338	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	2	ENCFF002DHX		8708711880	Thomas Gingeras, CSHL	5ca17e07b1d6ec24b15dacee61cb50c2	SRA:SRR3192679	https://www.encodeproject.org/files/ENCFF002DHY/@@download/ENCFF002DHY.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DJY	fastq	reads	ENCSR938LSP	RNA-seq	EFO:0007950	GM23338	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	1	ENCFF002DKC		8970851662	Thomas Gingeras, CSHL	e8f07d848f69632ba3f9eb30b41185b4	SRA:SRR3192680	https://www.encodeproject.org/files/ENCFF002DJY/@@download/ENCFF002DJY.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DKC	fastq	reads	ENCSR938LSP	RNA-seq	EFO:0007950	GM23338	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	2	ENCFF002DJY		8777953200	Thomas Gingeras, CSHL	7a7096bcc57e69796e324fbfadd476e0	SRA:SRR3192680	https://www.encodeproject.org/files/ENCFF002DKC/@@download/ENCFF002DKC.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF000GNB	fastq	reads	ENCSR000CUG	RNA-seq	CL:0002543	vein endothelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1	101		paired-ended	1	ENCFF000GNG		10953286698	Thomas Gingeras, CSHL	17bfac4ad60a28da9ce251e06c7c8052	SRA:SRR3192530	https://www.encodeproject.org/files/ENCFF000GNB/@@download/ENCFF000GNB.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF000GNC	fastq	reads	ENCSR000CUG	RNA-seq	CL:0002543	vein endothelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2	1	101		paired-ended	1	ENCFF000GNF		9766267290	Thomas Gingeras, CSHL	4836a08b4dabb3bc2dd81ccc1a286ee9	SRA:SRR3192529	https://www.encodeproject.org/files/ENCFF000GNC/@@download/ENCFF000GNC.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF000GNF	fastq	reads	ENCSR000CUG	RNA-seq	CL:0002543	vein endothelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2	1	101		paired-ended	2	ENCFF000GNC		9432072597	Thomas Gingeras, CSHL	fbb0f82aa862fdd04632899e9a9fdd19	SRA:SRR3192529	https://www.encodeproject.org/files/ENCFF000GNF/@@download/ENCFF000GNF.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF000GNG	fastq	reads	ENCSR000CUG	RNA-seq	CL:0002543	vein endothelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1	1	101		paired-ended	2	ENCFF000GNB		11158845144	Thomas Gingeras, CSHL	d47016feae6245cd97cf8f4e11c9f14d	SRA:SRR3192530	https://www.encodeproject.org/files/ENCFF000GNG/@@download/ENCFF000GNG.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001QZP	fastq	reads	ENCSR000AAA	RNA-seq	CL:0002539	aortic smooth muscle cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	2	ENCFF001QZQ		19525397643	Thomas Gingeras, CSHL	aeaea56e89ecb5acceece72f17d75717	SRA:SRR3192353	https://www.encodeproject.org/files/ENCFF001QZP/@@download/ENCFF001QZP.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001QZQ	fastq	reads	ENCSR000AAA	RNA-seq	CL:0002539	aortic smooth muscle cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	1	ENCFF001QZP		19837307587	Thomas Gingeras, CSHL	fa5270fee69ea1d063b1e408ee652c63	SRA:SRR3192353	https://www.encodeproject.org/files/ENCFF001QZQ/@@download/ENCFF001QZQ.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RAL	fastq	reads	ENCSR000AAA	RNA-seq	CL:0002539	aortic smooth muscle cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	2	ENCFF001RAM		18029774200	Thomas Gingeras, CSHL	abce3b466c2e9fff6bd3c0628210cc0e	SRA:SRR3192352	https://www.encodeproject.org/files/ENCFF001RAL/@@download/ENCFF001RAL.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RAM	fastq	reads	ENCSR000AAA	RNA-seq	CL:0002539	aortic smooth muscle cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	1	ENCFF001RAL		18352628293	Thomas Gingeras, CSHL	902d21da8651857181038e0f0cf7ce30	SRA:SRR3192352	https://www.encodeproject.org/files/ENCFF001RAM/@@download/ENCFF001RAM.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF757RIO	fastq	reads	ENCSR620LQN	RNA-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF895LSY		4914237649	Thomas Gingeras, CSHL	3738b6eeddc50993c29ad3af28a076dd	SRA:SRR4422046	https://www.encodeproject.org/files/ENCFF757RIO/@@download/ENCFF757RIO.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF895LSY	fastq	reads	ENCSR620LQN	RNA-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	2	ENCFF757RIO		5010754742	Thomas Gingeras, CSHL	d168e297868291f86502653a8afa2491	SRA:SRR4422046	https://www.encodeproject.org/files/ENCFF895LSY/@@download/ENCFF895LSY.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF002DHP	fastq	reads	ENCSR797BPP	RNA-seq	EFO:0005723	GM23248	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	1	ENCFF002DHQ		8686686095	Thomas Gingeras, CSHL	e4bc5e005f4a34dce610c85c56bbe218	SRA:SRR3192650	https://www.encodeproject.org/files/ENCFF002DHP/@@download/ENCFF002DHP.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DHQ	fastq	reads	ENCSR797BPP	RNA-seq	EFO:0005723	GM23248	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	2	ENCFF002DHP		8578264257	Thomas Gingeras, CSHL	a0f0a8868ecb85fcfe7b181000772160	SRA:SRR3192650	https://www.encodeproject.org/files/ENCFF002DHQ/@@download/ENCFF002DHQ.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DMN	fastq	reads	ENCSR797BPP	RNA-seq	EFO:0005723	GM23248	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	1	ENCFF002DMO		8144981079	Thomas Gingeras, CSHL	86c81b9d0b5ae595641e7e3a693493ef	SRA:SRR3192649	https://www.encodeproject.org/files/ENCFF002DMN/@@download/ENCFF002DMN.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002DMO	fastq	reads	ENCSR797BPP	RNA-seq	EFO:0005723	GM23248	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	2	ENCFF002DMN		8072363507	Thomas Gingeras, CSHL	a4edc6a701655746ea0e0faa3b4dda37	SRA:SRR3192649	https://www.encodeproject.org/files/ENCFF002DMO/@@download/ENCFF002DMO.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
